workorder num,workorder url,actual code,exsisting code,after update code,update status,tax rate difference,due amount
12040,https://login.fieldedge.com/#/DispatchSummary/48b7c8cf-c085-4372-ab1c-5ab36d6d5995/a360809e-564e-43d2-af83-59c76cb79ba0,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12051,https://login.fieldedge.com/#/DispatchSummary/e7490e5f-51c1-4eaa-a26b-8293f9d0aa47/adcf5f0c-1482-46f6-af09-3de996cb97fe,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12015,https://login.fieldedge.com/#/DispatchSummary/078b107f-26c9-4a20-9421-ad3409369e2a/4c9c6ff9-cf2a-4ceb-99cd-77159d484209,,EDGEWOOD - 2720 Tax Code872-inactive,EDGEWOOD - 2720 Tax Code872-inactive,retry,0.00%,$0.00
12052,https://login.fieldedge.com/#/DispatchSummary/8c9835aa-cc52-43bb-9a1a-b7cec50bc6be/58a33661-b3db-41d2-ac0f-faf212328037,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12089,https://login.fieldedge.com/#/DispatchSummary/f4b6c62b-af04-41e1-a368-eef2b36889a9/20946a26-7901-4fc1-a3c5-3cb059b108dc,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12069,https://login.fieldedge.com/#/DispatchSummary/be2c3278-d5a4-4a44-8f61-4fab5ebee756/bf0ca3e2-e9c0-48cf-82a6-696cfbc748ef,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
12057,https://login.fieldedge.com/#/DispatchSummary/6b8d2479-9774-4d07-9019-c4d5eefbaf82/7a4bc9d2-9591-45e1-b18d-a14d98fcf804,2719,*2719-University Place-10.1% Tax Cod,*2719-University Place-10.1% Tax Cod,skipped,0.00%,$0.00
12071,https://login.fieldedge.com/#/DispatchSummary/ae670357-18ce-4ab3-b142-598a6e7f55f9/a94f42e7-9d3f-4cbf-a061-c533bbe88151,2719,*2719-University Place-10.1% Tax Cod,*2719-University Place-10.1% Tax Cod,skipped,0.00%,$0.00
12092,https://login.fieldedge.com/#/DispatchSummary/ae5d86a9-7c20-4384-90a3-048aec1763a9/d0584fda-0dde-40a0-a6c9-f7296057a4f5,2707,*2719-University Place-10.1% Tax Cod,*2707 - Fircrest -10.1% Tax Code,new update,0.00%,$0.00
12070,https://login.fieldedge.com/#/DispatchSummary/d5662748-7ff0-4828-ade9-2ff5ac1fe6b7/2c4f93cb-72ab-4081-a93c-224ceb5c5047,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
12103,https://login.fieldedge.com/#/DispatchSummary/91d68166-0c14-4917-9b08-48f0c10f51d0/88b43ca9-4b00-427e-bbb9-4d8e2170d1d8,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12104,https://login.fieldedge.com/#/DispatchSummary/64c04941-3df0-49d4-9356-c63683163307/e79a7aa1-d81d-4384-ba77-ded915181f6e,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12107,https://login.fieldedge.com/#/DispatchSummary/19282a19-9cbd-48d4-893b-f015c4d360f2/e2e6900e-e3f2-4341-8a82-d9874a74cf10,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12049,https://login.fieldedge.com/#/DispatchSummary/95dbeab8-9446-465d-aef1-c59697fd1ccd/f3e09aae-9ef8-4056-9b73-e44dcbc200d9,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12133,https://login.fieldedge.com/#/DispatchSummary/0746b5af-f8d3-4f00-8ff1-1bdc3f5c9ac6/1ac52c6c-7da4-41d8-bf26-50b106222ab6,2720,*2720 - Edgewood - 10.1% Tax Code,*2720 - Edgewood - 10.1% Tax Code,skipped,0.00%,$0.00
12075,https://login.fieldedge.com/#/DispatchSummary/519b587a-fc51-47c6-97a8-83c2c9527700/967268e0-cd80-472f-a8b0-e95df90a6b71,2719,*2719-University Place-10.1% Tax Cod,*2719-University Place-10.1% Tax Cod,skipped,0.00%,$0.00
12095,https://login.fieldedge.com/#/DispatchSummary/35162f31-4dee-4729-85db-370e5ebf96fb/ea09487c-ea4c-43f5-981c-d11c2fc1cb66,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12108,https://login.fieldedge.com/#/DispatchSummary/c48725ec-2519-49be-b5bc-b0faac8e1246/756709bb-5c21-46c1-ae05-3fc2479d3895,2700,*2727 - Pierce- 10.1% Tax Code,*2700-Pierce- 9.5% Tax Code,new update,-0.60%,-$3.59
12132,https://login.fieldedge.com/#/DispatchSummary/d973663e-716c-44cb-a8af-5ce767b374d8/d39f494d-c42a-47ba-ba1b-5ae7edecb2e0,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12124,https://login.fieldedge.com/#/DispatchSummary/84bec11e-816a-45b6-9bd6-0ceffa358754/2919016d-06ac-4451-b8f7-98d029452f02,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12127,https://login.fieldedge.com/#/DispatchSummary/f1fbbccb-7f73-4f40-94fd-53eb4e594afe/968a53d3-3fd5-4aa6-8ad9-fcb5a915a311,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12156,https://login.fieldedge.com/#/DispatchSummary/8dd966eb-cef4-4202-8e37-46658d9d3dfd/76b45742-7267-4866-bad4-fec444ccf7c2,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12138,https://login.fieldedge.com/#/DispatchSummary/89f3f5cb-c916-4f99-b7fd-738e7330534d/04565d88-5a30-427b-8855-93b730e54e77,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12165,https://login.fieldedge.com/#/DispatchSummary/c60edff9-8744-45fa-a10f-fd4fe9d2ce73/6039a618-0608-4757-be5c-4254e1254ee6,,,,retry,,
12126,https://login.fieldedge.com/#/DispatchSummary/df5f784b-d995-48d6-a393-5df408d00da0/3d8b6711-6984-4b05-ae06-b56fe3fa2cc4,1732,*FEDERAL WAY - 1732 -10.2.% Tax Code1005-inactive,*FEDERAL WAY - 1732 -10.2.% Tax Code1005-inactive,skipped,+0.10%,$0.00
12031,https://login.fieldedge.com/#/DispatchSummary/670a622c-ce67-428c-b524-bf814c237240/cfac83f9-1401-4bda-9025-a2a7db21a285,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12169,https://login.fieldedge.com/#/DispatchSummary/ee7782cb-913f-4d38-a3e4-e0c360c1ee74/254f95a3-64c9-4aef-aca3-e10bd3856e22,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12118,https://login.fieldedge.com/#/DispatchSummary/24367c6d-5e9d-4580-a94b-b342cc284c09/7104ae84-b21b-4579-9bdd-e2e72b47f42d,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12153,https://login.fieldedge.com/#/DispatchSummary/5ba8cdfd-f1fb-495a-9b2e-e02cbe029c28/00e3b7d7-dcd2-42a9-beb1-dcfafae658a0,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12154,https://login.fieldedge.com/#/DispatchSummary/23a13560-6881-4d3c-9385-d1a966319e9b/74c0dc71-8a18-43be-96b2-6869f57225cd,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12184,https://login.fieldedge.com/#/DispatchSummary/88e4b371-a9dc-4d23-873c-3315932cc142/4edb226e-3544-4539-a094-3fe4470718ce,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12201,https://login.fieldedge.com/#/DispatchSummary/4a799101-0377-4620-9e7c-182a3277bf7a/76b7af32-0cb0-4fd4-a9ea-418caf941006,2711,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,*PUYALLUP - 2711 -10.1.% Tax Code979-inactive,skipped,+0.10%,$0.00
12205,https://login.fieldedge.com/#/DispatchSummary/79c7d2ce-014d-4cbd-bc81-73eceddd0b49/898c4bfb-32d0-4380-87f2-b246e9a4098c,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12202,https://login.fieldedge.com/#/DispatchSummary/abfb39af-f57d-4a28-a86c-b86f80f1cb51/af8eaee5-97fc-478c-8b0e-317efefa9303,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12212,https://login.fieldedge.com/#/DispatchSummary/b0b72836-f8af-41cf-8e73-fc3bf1ee69bb/dc0192e2-548a-438d-8c35-162e08c4f240,2727,*2700-Pierce- 9.5% Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,+0.60%,$10.57
12214,https://login.fieldedge.com/#/DispatchSummary/f2977010-f3f2-4a4b-8b20-23275f6981d1/af2e4e55-0b3a-48de-99b3-4fdb709c70de,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12179,https://login.fieldedge.com/#/DispatchSummary/0a0b17bb-b2f8-4d98-ba53-c4527be807c1/e6574003-643e-400d-8908-b10b8e4ffb30,2788,*2788 - Gig Harbor - 9.1% Tax Code,*2788 - Gig Harbor - 9.1% Tax Code,skipped,0.00%,$0.00
12215,https://login.fieldedge.com/#/DispatchSummary/0ba404a0-2f65-49cf-a5a8-761f8d65b2b3/96eccccf-95d9-46a8-8240-a07dd43f5f95,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12227,https://login.fieldedge.com/#/DispatchSummary/b0938354-b1f7-423e-9dfa-c65ac14fa33f/72e46bac-8c64-480a-8e06-d16651cd34d0,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12230,https://login.fieldedge.com/#/DispatchSummary/af846ded-6da9-43f9-80a7-33c3b797177c/41558904-b12b-48bf-bb39-f4860f66ce36,4000,*KING - 4000 - 8.8.% Tax Code1013-inactive,*KING - 4000 - 8.8.% Tax Code1013-inactive,skipped,+0.10%,$0.00
12140,https://login.fieldedge.com/#/DispatchSummary/3a6c2803-4739-4c55-ac1a-3599a4fb1832/c193df59-e2ff-494f-a44d-d83e95c9ca74,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12222,https://login.fieldedge.com/#/DispatchSummary/686352aa-b24c-402a-bd65-818b7b11b2a7/cab857d1-0759-4dc2-a2cc-e4d0e64045f9,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12228,https://login.fieldedge.com/#/DispatchSummary/41e81786-7adc-4fe6-8b30-33de139e9c67/2330bfe9-a24f-418e-b895-944bcd25c84d,2727,*2700-Pierce- 9.5% Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,+0.60%,$11.59
12232,https://login.fieldedge.com/#/DispatchSummary/9c3ce447-cd5a-4b91-8d59-8870f50af79c/02c39317-8117-4311-9e93-68d0850af262,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12255,https://login.fieldedge.com/#/DispatchSummary/dc4c84e2-a150-4b71-af03-e2d47885fdc1/6a6d02cf-5cd2-4f27-aa73-214ea193fc60,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12159,https://login.fieldedge.com/#/DispatchSummary/1bffd354-b93b-4afb-856b-b3fbd99f5015/5a4af3c2-ff3d-4f8b-b164-727b583a2c40,2720,*2700-Pierce- 9.5% Tax Code,*2720 - Edgewood - 10.1% Tax Code,new update,+0.60%,$8.84
12234,https://login.fieldedge.com/#/DispatchSummary/616c3a63-ef5b-4242-ae75-58bf79c2f805/3e8aaf06-6232-4434-b742-f16efbd984f6,1700,*AUBURN - 1702 - 10.3.% Tax Code992-inactive,*1700 - King County-10.3% Tax Code,new update,0.00%,$0.00
12250,https://login.fieldedge.com/#/DispatchSummary/5903cd34-e78d-4c67-852f-3b303aa5f099/da4cc292-364f-4c2f-b130-d378b0da5f28,1700,*KING - 1700 -10.2.% Tax Code1015-inactive,*KING - 1700 -10.2.% Tax Code1015-inactive,skipped,+0.10%,$0.00
12266,https://login.fieldedge.com/#/DispatchSummary/f4847c15-123d-4a11-ba9b-3e45f680fb4e/872695ce-700d-4dba-8405-2622272b186b,4100,*NON TAX - RESALE Tax Code,*4100 - Pierce- 8.1% Tax Code,new update,+8.10%,$56.62
12235,https://login.fieldedge.com/#/DispatchSummary/3e125aa7-d86d-4d93-a3e8-145d2c56b786/228acc80-099b-449e-86f6-8c5e994f2f34,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12269,https://login.fieldedge.com/#/DispatchSummary/a7800e95-5581-47a3-9359-21a3b04fa27f/62e7c42d-9520-4354-882e-a47c0f0d8883,4100,*2700-Pierce- 9.5% Tax Code,*4100 - Pierce- 8.1% Tax Code,new update,-1.40%,-$19.01
12225,https://login.fieldedge.com/#/DispatchSummary/c21e9477-c4a1-422d-b9e1-e78330b5dce1/a3a7c765-e0fd-4de3-ba62-0a90e13af455,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12244,https://login.fieldedge.com/#/DispatchSummary/be370f35-d867-4ab2-9342-b24235bbd852/65dfc4cd-6b6a-4e53-82a7-9f2bc3d7342a,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12278,https://login.fieldedge.com/#/DispatchSummary/745e9193-add5-49f4-b91c-f686b9222814/40ba4c5f-48c7-447d-bba5-0608dd7ee85d,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12282,https://login.fieldedge.com/#/DispatchSummary/afdac8b8-b51e-4c1c-8aef-9d2a9f7274ca/efdaacec-e393-4a70-a34f-fa5a84cd8260,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12259,https://login.fieldedge.com/#/DispatchSummary/34156cdd-9adb-425a-816a-fb0450f9d2c3/623a8153-c262-40d2-976d-482d8fdb145b,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12302,https://login.fieldedge.com/#/DispatchSummary/6841feb2-8b78-43c2-868a-02526095756d/f044a302-6f75-4b01-b050-cca305742946,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12257,https://login.fieldedge.com/#/DispatchSummary/c04f99ea-ba2e-4cd1-ba0b-a72760f53dd6/62904a54-3f9e-41c7-b55b-b61dabd077f5,2788,*2788 - Gig Harbor - 9.1% Tax Code,*2788 - Gig Harbor - 9.1% Tax Code,skipped,0.00%,$0.00
12300,https://login.fieldedge.com/#/DispatchSummary/f1e41885-1290-45f7-a9d0-0e1fe53bf792/b0534faa-ebe8-4d5b-ba56-cfe7b474c4c5,2719,*2719-University Place-10.1% Tax Cod,*2719-University Place-10.1% Tax Cod,skipped,0.00%,$0.00
12324,https://login.fieldedge.com/#/DispatchSummary/14627665-789e-4680-ba72-6223f3585c7a/b436c7bd-5bbd-4257-b60e-3e7fd91762c1,2727,*2700-Pierce- 9.5% Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,+0.60%,$0.00
12313,https://login.fieldedge.com/#/DispatchSummary/8eabffa3-40cc-4422-b321-b3126ed09afd/d43285dc-a69e-49b5-a0c9-2f44127f0ad7,2701,*2700-Pierce- 9.5% Tax Code,*2701 - Bonney Lake - 9.5% Tax Code,new update,0.00%,$0.00
12327,https://login.fieldedge.com/#/DispatchSummary/f22b1c36-bdec-4599-af37-5beb6fe80a72/b3d66810-113a-4557-9c55-ba5d0690b2cb,4100,*NON TAX - RESALE Tax Code,*4100 - Pierce- 8.1% Tax Code,new update,+8.10%,$48.52
12277,https://login.fieldedge.com/#/DispatchSummary/3af9238c-76e2-47ae-a2cf-92d2a6e0e6bd/eb64d85b-e319-44f0-9ecc-9e7598895374,4100,PIERCE - 4100 Tax Code845-inactive,PIERCE - 4100 Tax Code845-inactive,skipped,+8.10%,$0.00
12297,https://login.fieldedge.com/#/DispatchSummary/d3815ac0-73c7-4b2d-a9a0-73efef7372bc/f1ce4420-7518-4957-8de8-54278322af4b,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12326,https://login.fieldedge.com/#/DispatchSummary/d0c07ed4-c269-4da7-9e4d-0faf50da79a8/de88ec76-c93b-44b2-89cc-d88c78491652,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12333,https://login.fieldedge.com/#/DispatchSummary/0c6ec4a6-a3b6-4895-b341-6261143c0fa6/3d13ffa9-528d-46bd-a329-5888482dd1e1,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12334,https://login.fieldedge.com/#/DispatchSummary/5bc39235-f727-49cc-a081-79a8c057a864/0e35e4e3-3224-43d2-af11-051620ea66e7,4100,*2727 - Pierce- 10.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,new update,-2.00%,-$15.28
12339,https://login.fieldedge.com/#/DispatchSummary/4d4e00df-351f-4bea-af9d-4242441fe2ee/cbf0b1a6-4a8f-4ba5-8b7f-09f52e73e18a,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12349,https://login.fieldedge.com/#/DispatchSummary/86ed111c-1e08-4a19-993a-f5c50cd39241/6f3b18d4-e664-4347-bd5b-e1ba42e19596,2721,*2721 - Lakewood - 10.1% Tax Code,*2721 - Lakewood - 10.1% Tax Code,skipped,0.00%,$0.00
12337,https://login.fieldedge.com/#/DispatchSummary/c1e63aa6-2b05-4128-8b74-953c6f82e413/df89c4bb-4a49-4a2b-9eaa-75e64b38773d,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12246,https://login.fieldedge.com/#/DispatchSummary/8d6a2601-83f7-4ece-b6f8-ec7e45612df5/4056b780-8fe2-4f00-ab56-16fa169f09be,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12309,https://login.fieldedge.com/#/DispatchSummary/f66d03b2-a334-45f4-9d3e-33731a7f6391/70e18a41-c9f8-4704-8a1e-c8f29eb78f0b,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12350,https://login.fieldedge.com/#/DispatchSummary/c464d674-81ba-4722-8122-dda1fce843d0/aea8f7b5-20eb-4118-bb94-4b50503f29c3,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12367,https://login.fieldedge.com/#/DispatchSummary/841b1ab2-1be1-4a49-a569-275cf6cc6a05/5682a657-b67d-48be-ab78-0d2a43ef0a66,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12311,https://login.fieldedge.com/#/DispatchSummary/ab0a7d43-827a-4a3f-a313-221463ef0723/4243c2db-e4a1-49ed-8ff8-9865354d14a8,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12342,https://login.fieldedge.com/#/DispatchSummary/b2f3f611-91ec-452b-89ac-be8509842c0f/aeef4d7b-d3f0-4e3d-86ac-74f7ba72176c,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12305,https://login.fieldedge.com/#/DispatchSummary/4f82c768-dc99-4864-99a0-6ccf7ab98ed5/341c7ce5-bf75-45b4-bdd7-ce5550edb9ed,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12356,https://login.fieldedge.com/#/DispatchSummary/0d889bd8-3c73-4fc8-a35f-5afeb2dbb928/f4a54d92-5c30-401c-8b36-88736eb342c4,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12315,https://login.fieldedge.com/#/DispatchSummary/f1fc72a1-12ca-42fb-9d13-8846e717312e/8086e1e8-e9f3-451a-82e0-aee771dd5339,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12369,https://login.fieldedge.com/#/DispatchSummary/31c7d4ff-ad0c-4a94-a0c6-0d4a807629d1/fe3b98d4-1802-47d6-b7e8-6d81acc742db,4100,*ORTING - 2710 -9.5.% Tax Code972-inactive,*4100 - Pierce- 8.1% Tax Code,new update,-1.40%,-$9.30
12372,https://login.fieldedge.com/#/DispatchSummary/d589cc4a-5a13-408f-bbfd-196141521631/601aae75-e9c2-4184-bc21-a2475a28db3e,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12389,https://login.fieldedge.com/#/DispatchSummary/ac95a4c6-eeba-418e-8a27-cf69e8a8366c/aff4aee9-2f2a-4ccc-8206-7122ca28b4cd,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12378,https://login.fieldedge.com/#/DispatchSummary/61837ac5-4a36-4bae-8001-22942515cc90/e0819a5d-9f29-4a27-9b64-9838eea09efb,2727,*NON TAX - RESALE Tax Code,*2727 - Pierce- 10.1% Tax Code,new update,+10.10%,$127.56
12306,https://login.fieldedge.com/#/DispatchSummary/c18e9283-f5d5-4baa-b7fd-ef798f8464fe/6f94cc95-55bf-443a-89a7-797c25ee8723,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12383,https://login.fieldedge.com/#/DispatchSummary/0b680ebd-7114-4180-8a6b-41386e945a39/caed760b-db97-431d-a786-cfa92d8d926f,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12332,https://login.fieldedge.com/#/DispatchSummary/603f1dd0-d926-44ad-9e34-007db4918769/f8e52ece-3cb0-4cd3-b600-5e9d87a22b77,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12357,https://login.fieldedge.com/#/DispatchSummary/efea4cc9-c751-4291-ae3f-5f4d45687548/0d1dc96e-02d4-4f54-8e06-04704820dfb0,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12360,https://login.fieldedge.com/#/DispatchSummary/401edca0-6213-4028-b375-d812f376f2ee/48817a86-8597-43ec-8492-56c71e7a4d35,2717,TACOMA-2717-eff 07/21.-inactive,TACOMA-2717-eff 07/21.-inactive,skipped,+10.40%,$0.00
12374,https://login.fieldedge.com/#/DispatchSummary/f5ce7aee-2a5e-412f-a500-4d93e67c40c5/61135ca4-7d3e-48c2-bf9c-da6c26196ef6,4100,*2708 - Gig Harbor - 9.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,new update,-1.00%,-$16.30
12403,https://login.fieldedge.com/#/DispatchSummary/b7134296-9453-4fbe-b373-7ae012ae1b1b/1a1135e6-171c-4b76-8178-ac636e31e691,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12354,https://login.fieldedge.com/#/DispatchSummary/200236c4-366f-4bd9-8383-dd568e6d4b57/1ae5ea00-5f3e-4b9b-b0e0-d7b14ba2da7b,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
12394,https://login.fieldedge.com/#/DispatchSummary/54606dcc-6329-4fea-bb5e-2b5d670d1a64/48fde02a-9ce1-40f3-be50-a7f485e4ab9c,1712,*COVINGTON -1712 - 9.1% Tax Code1031-inactive,*COVINGTON -1712 - 9.1% Tax Code1031-inactive,skipped,+0.10%,$0.00
12379,https://login.fieldedge.com/#/DispatchSummary/c7f9e6ef-1435-49cc-83a7-456691d8b50c/3e66de37-0761-4aea-a038-ef4cd9080c4a,2701,*2701 - Bonney Lake - 9.5% Tax Code,*2701 - Bonney Lake - 9.5% Tax Code,skipped,0.00%,$0.00
12436,https://login.fieldedge.com/#/DispatchSummary/ab2492e5-d56d-4100-9dce-f9c6fb967f9d/c5fb086b-15a8-4321-8b85-5a63cf071a7e,2716,WHOLESALE - HV RESALE821-inactive,*2716 - Sumner - 9.6% Tax Code,new update,+9.60%,$57.50
12388,https://login.fieldedge.com/#/DispatchSummary/ae2885a0-d72e-49c8-b267-9cafa6033ee6/33f8b8f7-81d8-4b0b-869e-9353c0fd8361,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12416,https://login.fieldedge.com/#/DispatchSummary/6d5930b5-9bf7-49a2-8233-70fea6df9ff6/90d0cd1f-dec4-48b7-90cc-166fafc2f053,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12461,https://login.fieldedge.com/#/DispatchSummary/2055201a-a5be-4134-ac20-0affd50e4b0c/f89f0ecf-8da9-4451-9f3d-38bae4bbecec,2727,*2727 - Pierce- 10.1% Tax Code,*2727 - Pierce- 10.1% Tax Code,skipped,0.00%,$0.00
12466,https://login.fieldedge.com/#/DispatchSummary/86b4f698-3099-4696-a674-cf3cb2c8b0e5/51781a15-1360-4cf1-9f1c-b1f3bc9f26cd,2700,PIERCE - 2700 Tax Code842-inactive,PIERCE - 2700 Tax Code842-inactive,skipped,+9.50%,$0.00
12464,https://login.fieldedge.com/#/DispatchSummary/45131bde-b62c-4649-bf74-e4df737e9f80/f4b171d4-03df-40aa-acb1-f3de9055113a,2700,*2700-Pierce- 9.5% Tax Code,*2700-Pierce- 9.5% Tax Code,skipped,0.00%,$0.00
12465,https://login.fieldedge.com/#/DispatchSummary/28d40090-6853-4d77-a545-3935117474c1/3c1244f5-e2d3-4230-a5b4-b57d81043963,4100,*4100 - Pierce- 8.1% Tax Code,*4100 - Pierce- 8.1% Tax Code,skipped,0.00%,$0.00
